word,machine,human,label,emotion_intensity_score
languishing,lilu,lílù,sadness,0.609
subsidence,ibugbe,ibùgbé,sadness,0.297
intolerance,ifarada,àìlèfaradà,fear,0.516
buzz,ariwo,ariwo,anticipation,0.594
flog,nà,nà,disgust,0.57
safe,lailewu,láìléwu,joy,0.422
sparkle,danu,dan,surprise,0.367
doctrine,ẹkọ,ìgbàgbọ́,trust,0.5
flounder,ṣiṣan,ṣíṣàn,sadness,0.359
gonorrhea,gonorrhea,àtọ̀sí,sadness,0.5
hug,famọra,dìmọ́,trust,0.523
intruder,olufokansin,aláyọjúnràn,fear,0.828
contamination,kontaminesonu,Ìkárùn ràn,disgust,0.727
litigate,ẹjọ,ẹjọ́,anticipation,0.5
crumpled,ti fọ,ti rún,trust,0.258
entertainment,idanilaraya,ìdánilárayá,anticipation,0.539
hoary,hoary,fufu,sadness,0.203
splash,asesejade,àṣẹ̀ṣẹ̀jáde,surprise,0.609
malaise,ailera,àìlera,sadness,0.547
overwhelmed,rẹwẹsi,rẹ̀wẹ̀sì,fear,0.469
musical,orin,orin,anticipation,0.367
stalk,igi ọka,igi ọka,fear,0.531
picket,agbẹru,agbẹ́rù,anger,0.378
agreeing,gbigba,ìfẹnukò,trust,0.68
unaccountable,unaccountable,àlàìṣèká,sadness,0.339
navigator,kiri,adarí ọkọ̀,trust,0.578
impermeable,ailopin,àìlópin,anger,0.455
admirable,admirable,aṣeéfẹ́ràn,trust,0.734
snuggling,rirun,rírùn,joy,0.625
whiny,ariwo,ariwo,anger,0.219
repulsion,ifaseyin,ìfàsẹ́yìn,fear,0.431
loss,ipadanu,ìpàdánù,sadness,0.688
putative,putative,èròngbà,trust,0.477
rheumatism,làkúrègbé,làkúrègbé,fear,0.438
conflict,rogbodiyan,rògbòdìyàn,fear,0.641
favorable,ọjo,lójú rere,trust,0.656
strangle,pa,pa,surprise,0.609
priesthood,oyè àlùfáà,oyè àlùfáà,anticipation,0.305
romans,awọn ara Romu,Ará róómù,trust,0.312
tighten,mu,fún pọ̀,anger,0.328
ominous,buburu,búburú,fear,0.594
felicity,idunnu,ìdùnnú,joy,0.636
respectable,kasi,aṣeépọ́nlé,trust,0.773
witty,ọlọgbọn,ọlọ́gbọ́n,joy,0.382
harbinger,agbẹnusọ,agbẹnusọ,fear,0.531
highest,ti o ga julọ,tí ó ga jù lọ,fear,0.236
saint,eniyan mimo,ènìyàn mímọ́,trust,0.648
wimpy,wimpy,sọ̀lẹ,anger,0.14
invade,gbogun,gbógun,anger,0.562
arsenic,arsenic,ásẹ́níkì,fear,0.703
infanticide,ipaniyan ọmọ,pípa ọmọdé,fear,0.609
punishment,ijiya,ìjìyà,disgust,0.391
cram,inira,ìnira,fear,0.312
cataract,cataract,gẹ̀rẹ̀ omi,fear,0.25
splendor,ẹwa,ẹwà,anticipation,0.555
annihilation,ìparun,ìparun,fear,0.875
adverse,ikolu,ìkọlù,fear,0.352
snare,ìdẹkùn,ìdèkùn,fear,0.391
greatness,titobi,títóbi,trust,0.555
soothe,tù,tù,joy,0.47
dignity,iyì,iyì,trust,0.672
forefathers,awon baba nla,àwọn bàbá ńlá,joy,0.188
cyanide,cyanide,kẹ́míkà,fear,0.797
wishmeluck,"gbadura fun mi, ro ire kan mi","gbadura fun mi, ro ire kan mi",fear,0.212
nepotism,ojulumọ,ojúlúmọ̀,anger,0.371
deplorable,ìbànújẹ́,ìbànújẹ́,fear,0.609
salutary,ikini,ìwà lálàfíà,trust,0.523
bloody,itajesile,ìtàjẹ̀sílẹ̀,disgust,0.555
wild,egan,ẹ̀gàn,surprise,0.586
charitable,alanu,aláànúú,anticipation,0.43
tempest,iji,ìjì,anger,0.594
thoughtless,lairi,àìbìkítà,disgust,0.336
embarrassment,itiju,ìtinilójú,surprise,0.5
riddle,àlọ́,àlọ́ àpamọ̀,surprise,0.422
authorization,ašẹ,ìfúnláṣẹ,trust,0.625
inattention,aibikita,àìbìkítà,anger,0.121
dare,agbodo,dáláṣà,trust,0.258
failing,kuna,kùnà,sadness,0.641
disintegrate,tuka,tú ká,disgust,0.531
fitting,ibamu,ìbámu,anticipation,0.445
praise,iyin,ìyìin,trust,0.609
plight,ipọnju,ìpọ́njú,sadness,0.621
discontinuity,idaduro,ìdádúró,sadness,0.297
disapprove,ko gba,kò gbà,anger,0.364
puppy,ọmọ aja,ọmọ-ajá,trust,0.453
lovelovelove,ifelofe,Ìfẹ́,joy,0.906
validity,Wiwulo,wíwúlò,fear,0.141
disturbed,dojuru,dojú rú,sadness,0.5
buddy,ore,ọ̀rẹ́,trust,0.555
magnificence,titobi,títóbi,trust,0.609
destination,nlo,ń lọ,sadness,0.17
latte,latte,mílìkì,joy,0.078
fidelity,iṣootọ,ìṣòótọ́,trust,0.633
frantically,ni igboya,ní ìgboyà,fear,0.717
remarkable,o lapẹẹrẹ,lápẹrẹ,trust,0.562
grump,kikoro,kíkorò,anger,0.515
polarity,polarity,olójú méjì,surprise,0.297
tribunal,ile -ẹjọ,ilé-ẹjọ́,disgust,0.273
proficiency,pipe,pípé,anticipation,0.414
illuminate,tan imọlẹ,tàn ìmọ́lẹ̀,anticipation,0.594
comrade,ẹlẹgbẹ,ẹlẹ́gbẹ́,trust,0.648
deceiving,etan,ìtani,trust,0.203
laughs,rẹrin,rẹ́rìn-ín,joy,0.75
inhospitable,alailera,aláìlera,sadness,0.453
consecration,ìyàsímímọ́,ìyàsímímọ́,trust,0.461
hemorrhage,isun ẹjẹ,Ìsun ẹ̀jẹ̀,disgust,0.805
vengeance,ẹsan,ẹ̀san,anger,0.886
shooting,iyaworan,ìyàwòrán,sadness,0.688
phobia,phobia,ẹ̀rù,fear,0.719
sinister,ẹlẹṣẹ,ẹlẹ́sẹ̀,disgust,0.75
chirping,ariwo,ariwo,joy,0.328
priesthood,oyè àlùfáà,oyè àlùfáà,trust,0.461
neglected,igbagbe,ìgbàgbé,anger,0.324
courtship,ibaṣepọ,Ìbáṣepọ̀,anticipation,0.656
humbled,onirẹlẹ,onírẹ̀lẹ̀,joy,0.234
friendly,ore,bí-ọ̀rẹ́,trust,0.547
scarier,idẹruba,ìdẹ́rùbà,fear,0.672
lava,lava,àpáta,anger,0.234
cherish,nifẹẹ,fẹ́ràn,surprise,0.219
fool,aṣiwere,aṣiwèrè,disgust,0.461
authentic,ojulowo,ojúlówó,joy,0.364
goodhealth,alafia,àlàáfíà,joy,0.682
shout,kigbe,kígbe,surprise,0.641
immovable,aidibajẹ,àìṣeésún,trust,0.539
abysmal,abysmal,ìbanilẹ́rù,sadness,0.742
encore,ṣokunkun,àfikún eré,trust,0.438
whim,whim,èrò,anticipation,0.367
glaring,didan,dídán,anger,0.636
raving,raving,Ọ̀rọ̀ ìsọkúsọ,anticipation,0.531
discourage,ìrẹwẹsì,ìrẹ̀wẹ̀sì,fear,0.281
defiant,alaigbọran,aláìgbọràn,anger,0.578
risk,ewu,ewu,fear,0.562
tension,ẹdọfu,ẹ̀dọ̀fù,anger,0.603
harass,wahala,wàhálà,disgust,0.586
edict,ofin,òfin,fear,0.375
mislead,ṣìna,ṣì lọ́nà,trust,0.18
broken,fifọ,fífọ̀,sadness,0.594
glorify,yin ogo,yin ògo,joy,0.781
disparity,iyapa,ìyapa,anger,0.547
lovable,ololufẹ,olólùfẹ́,joy,0.773
tan,tan,tàn,joy,0.141
mainstay,pataki,pàtàkì,trust,0.602
seriousness,pataki,pàtàkì,sadness,0.394
ecstatic,inu didun,Inú dídùn,anticipation,0.688
denied,sẹ,sẹ́,trust,0.211
illegality,arufin,arúfin,anger,0.455
reseller,alatunta,aláràtúntà,trust,0.312
magnificence,titobi,títóbi,anticipation,0.57
annoyed,nbaje,ńbàjẹ́,anger,0.485
frighten,dẹruba,dẹ́rùbà,sadness,0.578
drones,drones,akọ oyin,fear,0.406
matrimony,igbeyawo,ìgbéyàwó,trust,0.648
buzzing,ariwo,ariwo,joy,0.281
woe,egbé,ègbé,fear,0.491
mystery,ohun ijinlẹ,ohun ìjìnlẹ̀,surprise,0.625
oracle,ororo,alábàlàṣẹ,trust,0.438
commendation,gbóríyìn,ìgbóríyìn,trust,0.594
cautious,ṣọra,ṣọ́ra,trust,0.461
blessings,ibukun,àwọn ìbùkún,trust,0.609
beautify,ṣe ẹwà,ṣe ẹwà,joy,0.601
foray,foray,kọlù,anger,0.279
shepherd,oluṣọ -agutan,olùsọ-àgùntàn,joy,0.058
problem,iṣoro,ìṣòro,sadness,0.438
recklessness,aibikita,àìbìkítà,surprise,0.68
ailing,aisan,àìsàn,fear,0.547
celebrity,gbajumọ,gbajúmọ̀,disgust,0.188
disallowed,ko gba laaye,kò gbà lááyè,anger,0.308
approving,ifọwọsi,fífọwọ́sí,trust,0.695
contentious,àríyànjiyàn,àríyànjiyàn,disgust,0.422
beaming,tan ina,tan iná,joy,0.938
incase,bi o ba ṣẹlẹ pe,bí ó bá ṣẹlẹ̀ pé,disgust,0.258
generosity,ilawo,ìlawọ́,trust,0.594
hateyou,korira re,Kórìra rẹ,anger,0.818
repulsive,ikorira,ìkóríra,disgust,0.805
achieved,ti ṣaṣeyọri,ti ṣàṣeyọrí,joy,0.5
anger,ibinu,ìbínú,anger,0.811
envy,ilara,ìlara,trust,0.219
menace,ewu,ewu,anger,0.545
blemish,abawọn,àbàwọ́n,disgust,0.531
boomerang,boomerang,lẹ́yìn,trust,0.359
trip,irin -ajo,ìrìn-àjò,surprise,0.281
aura,aura,òórùn aládùn,joy,0.493
overcome,bori,borí,fear,0.203
disqualified,iwakọ,kò yege,disgust,0.227
loyalty,iṣootọ,ìfọkànsìn,trust,0.805
strength,agbara,okun,trust,0.656
steal,jale,jalè,fear,0.422
related,ti o ni ibatan,jọra,trust,0.5
competent,tóótun,kátò,trust,0.688
banshee,banshee,obìnrin aláriwo,disgust,0.469
wedding,igbeyawo,ìgbéyàwó,joy,0.641
waste,egbin,ẹ̀gbin,disgust,0.695
akin,akin,jọra,trust,0.414
harshness,lile,líle,fear,0.516
contentious,àríyànjiyàn,àríyànjiyàn,anger,0.578
disgruntled,disgruntled,àlàáfíà,sadness,0.712
queasy,irẹwẹsi,àìbalẹ̀,disgust,0.633
sneaking,yiyalo,yíyọ́,trust,0.211
incrimination,ifisinu,ìdálẹ́bi,fear,0.562
belligerent,oníjàgídíjàgan,oníjàgídíjàgan,anger,0.841
distracted,ni idamu,Ní ìdàmú,anger,0.197
buried,sin,sin,sadness,0.703
goodnews,iroyin rere,ìròyìn rere,joy,0.703
demonstrative,afihan,àfihàn,sadness,0.242
leprosy,ẹtẹ,ẹ̀tẹ̀,disgust,0.773
argh,argh,aaaaa,anger,0.391
prejudice,ikorira,ìkóríra,anger,0.545
happyholidays,isinmi isinmi,ìsinmi,joy,0.75
deceive,tan,tàn,anger,0.547
await,duro,dúró,anticipation,0.633
mistake,ìfípáda,àṣìṣe,sadness,0.312
watchdog,oluṣọ,olùṣọ́,trust,0.578
fortunes,fortunes,ọrọ̀,joy,0.652
negotiate,duna,dúnà,trust,0.445
impotence,ailagbara,àìlágbára,anger,0.344
store,itaja,Ibi-ìkẹ́rù pamọ́sí,anticipation,0.352
amused,moriwu,móríwú,joy,0.766
sickening,aisan,ń mú sàìsàn,anger,0.606
illicit,arufin,arúfin,anger,0.455
diagnosis,okunfa,àyẹ̀wo,fear,0.391
debauchery,iwa ibaje,ìwà ìbàjẹ́,disgust,0.578
fangs,fangs,mú,fear,0.672
cussed,cussed,múni bínú,anger,0.619
snowmageddon,snowmageddon,******,fear,0.5
slaughtering,pipa,dídú,anger,0.914
overthrow,bì ṣubu,bì ṣubú,fear,0.547
screwyou,Lo ku sigbo,*****,anger,0.924
defective,alebuwọn,alábàwọ́n,disgust,0.375
church,ijo,ijó,joy,0.242
distracting,distracting,ń díwọ́,anticipation,0.398
fallout,ba ara won ja,bá ara wọn jà,sadness,0.469
christmaseve,christmaseve,àìsùn kérésì,joy,0.656
humanitarian,omoniyan,ajàfẹ́tọ eniyàn,surprise,0.195
infestation,infestation,kí kòkòrò yabo nǹkan,fear,0.716
art,aworan,àwòrán,anticipation,0.391
bondage,igbekun,ìgbèkùn,fear,0.547
retaliation,igbẹsan,ìgbẹ̀san,fear,0.641
surrender,tẹriba,tẹríba,fear,0.5
progression,itesiwaju,Ìtẹ́síwájú,joy,0.312
senseless,aironu,aláìlọ́pọlọ,surprise,0.438
present,wa,lọ́wọ́lọ́wọ́,trust,0.453
boisterous,ariwo,ariwo,anger,0.307
compulsion,ipá,ipá,anger,0.409
comfort,itunu,ìtùnú,joy,0.515
perspiration,igbala,àágùn,disgust,0.469
cess,cess,owó orí,disgust,0.67
school,ile -iwe,ilé-ẹ̀kọ́,trust,0.531
ambition,okanjuwa,ọ̀kánjúwà,joy,0.578
formula,agbekalẹ,àgbékalẹ̀,trust,0.445
strive,gbìyànjú,gbìyànjú,trust,0.531
mite,mite,owó ẹyọ ilẹ̀ gẹ̀ẹ́sì,disgust,0.516
recidivism,atunkọ,Àtúnkọ,anger,0.469
overture,overture,Orin ìbẹ̀rẹ̀,anticipation,0.461
harvest,ikore,ìkórè,anticipation,0.578
soothing,itutu,ìtùnú,joy,0.531
liberty,ominira,omìnira,surprise,0.312
delinquent,ẹlẹṣẹ,ẹlẹ́ṣẹ̀,anger,0.281
remove,yọ kuro,yọ kúrò,anger,0.351
heartfelt,tọkàntọkàn,tọkàntọkàn,joy,0.719
tumultuous,rudurudu,rúdurùdu,anger,0.844
subvert,yiyipada,yíyí padà,fear,0.5
bieber,bieber,ọmọdékùnrin,trust,0.148
dysentery,dysentery,ìgbẹ́ gbuuru,sadness,0.593
opera,opera,eré onítàn olórin,surprise,0.242
sneaking,yiyalo,yíyálò,fear,0.375
scorn,ẹgan,ẹ̀gàn,anger,0.769
smiled,rẹrin musẹ,rẹ́rìn-ín músẹ́,joy,0.682
shell,ikarahun,ìkarahun,fear,0.172
wealth,oro,ọ̀rọ̀,joy,0.422
gate,Ilekun nla,ẹnu-ìloro,trust,0.414
phony,airoju,ayédèrú,disgust,0.406
scares,dẹruba,dẹ́rùbà,fear,0.66
praisejesus,iyin,ìyìn,joy,0.691
coyote,coyote,ajá igbo,fear,0.422
tarnish,tarnish,bàjẹ́,disgust,0.422
delighted,Inudidun,inú dídùn,surprise,0.43
asteroid,asteroid,ìràwọ̀,fear,0.469
whimsical,ifẹkufẹ,ìfẹ́kúfẹẹ,joy,0.603
inimitable,inimitable,àìṣeékọ́ṣe,trust,0.539
chart,chart,àwòrán,trust,0.453
aphid,aphid,kòkòrò,disgust,0.453
adrift,adrift,ṣáko,sadness,0.328
violence,iwa -ipa,ìwà ipá,fear,0.812
unhealthy,alailera,aláìlera,sadness,0.474
intuitively,ogbon inu,ọgbọ́n inú,anticipation,0.5
aspiration,ifẹkufẹ,Ìfẹ́kùfẹ́,anticipation,0.648
homicide,ipaniyan,ìpànìyàn,disgust,0.836
specter,alafojusi,aláfojúsí,sadness,0.344
divergent,iyatọ,aṣèyàtọ̀,surprise,0.461
scare,idẹruba,ìdẹ́rùbà,surprise,0.797
embolism,embolism,iṣan,sadness,0.531
sincere,lododo,ṣòdodo,trust,0.797
auditor,ẹniti nṣe ayẹwo iwe owo,ẹni tí ń ṣe àyẹ̀wo ìwé owó,fear,0.297
oneness,isokan,ìṣọ̀kan,joy,0.426
misconception,àṣìlóye,àṣìlóye,anger,0.219
discolored,awọ,àwọ̀,sadness,0.219
tickle,tickle,ègínnì,trust,0.297
popular,gbajumo,gbajúmọ̀,trust,0.398
countrymusic,orin ilu,orin ìlú,joy,0.212
sterling,sita,síta,joy,0.312
hopeless,ireti,ìrètí,sadness,0.688
pastry,àkàrà,àkàrà,joy,0.229
congressman,asofin,aṣòfin,trust,0.297
woe,egbé,ègbé,disgust,0.398
interrupted,idilọwọ,ìdílọ́wọ́,sadness,0.188
untold,aimoye,àìmòye,anticipation,0.461
prevent,dena,dènà,fear,0.125
hopeless,ireti,àìní ìrètí,fear,0.688
scoundrel,ẹlẹgbin,aṣèrú,trust,0.117
sabotage,sabotage,mọ̀ dàrú,surprise,0.719
muzzle,muzzle,kánbó imú,fear,0.312
disliking,ikorira,ìkórìíra,disgust,0.305
miracle,iyanu,iṣẹ́-ìyanu,trust,0.562
scarcity,aito,àìtó,fear,0.438
weaknesses,ailagbara,aláìlágbára,trust,0.18
opera,opera,ibi ìwòran eré,joy,0.109
depress,ibanujẹ,Ìbànújẹ́,sadness,0.755
fancy,fanimọra,fanimọ́ra,joy,0.516
japan,japan,Jàpánù,joy,0.121
hero,akoni,Akọni,anticipation,0.5
whstupp,whstupp,Kí ló wà,trust,0.203
unfriendly,aisore,àìṣoore,sadness,0.516
achievement,aseyori,àṣeyọrí,trust,0.625
badday,ojo buburu,Ọjọ́ búburú,sadness,0.439
protected,ni idaabobo,ní dáábòbò,trust,0.703
medal,medal,Àmì ẹ̀yẹ,anticipation,0.477
ravenous,ravenous,Ìbínú púpọ̀,anger,0.429
detainee,atimọle,ẹni àtìmọ́lé,fear,0.516
distrust,igbekele,ìgbẹ́kẹ̀lé,anger,0.516
laudation,iyin,ìgbóríyìn,trust,0.484
thelittlethings,awọn nkan isere,àwọn nǹkan ìṣèré,joy,0.424
undying,tí kò kú,tí kò kú,joy,0.25
airport,papa ọkọ ofurufu,Pápá ọkọ̀ òfurufú,anticipation,0.5
mishap,mishap,àṣìṣe,surprise,0.594
salvation,igbala,ìgbàlà,trust,0.547
looming,looming,yọ,fear,0.438
endanger,ewu,ewu,fear,0.688
grandchildren,awon omo omo,àwọn ọmọọmọ,trust,0.492
unworthy,ko yẹ,kò yẹ,disgust,0.375
flange,flange,èdìdí,trust,0.242
tabulate,tabulate,pín,anticipation,0.43
ship,ọkọ oju omi,ọkọ̀ ojú omi,anticipation,0.383
passion,ife gidigidi,Ìfẹ́ gidigidi,anticipation,0.633
termite,igba,ikán,disgust,0.617
peacefully,ni alaafia,ní àlàáfíà,joy,0.594
bomb,bombu,àdó olóró,fear,0.935
eulogize,eulogize,ki oríkì,trust,0.422
languishing,lilu,lílu,fear,0.358
adventures,seresere,ṣeréṣeré,joy,0.391
caries,caries,ìdíbàjẹ́ egungun tàbí eyín,disgust,0.445
magnet,oofa,òòfà,trust,0.367
earthquake,ìṣẹlẹ,ìṣẹ̀lẹ̀,sadness,0.734
cheerful,idunnu,ìdùnnú,surprise,0.391
nervousness,aifọkanbalẹ,àìfọkànbalẹ̀,fear,0.627
quandary,idaamu,ìdààmú,fear,0.453
transcendence,irekọja,Ìrékọjá,anticipation,0.578
default,aiyipada,àìyípadà,disgust,0.227
cannon,Kanonu,kànónú,fear,0.547
kita,kita,àwa,trust,0.297
combative,ija,tìjà,anger,0.891
imminent,isunmọtosi,Ìsúnmọ́tòsí,anticipation,0.727
obstruct,dena,dènà,fear,0.438
hunting,sode,dẹ ọdẹ,anger,0.411
scientist,onimo ijinle sayensi,Onímọ̀ ìjìnlẹ sáyẹ̀nsì,anticipation,0.383
insecurities,ailabo,àìláábò,trust,0.18
assurance,idaniloju,ìdánilójú,anticipation,0.391
displeased,binu,kò téni lọ́rùn,disgust,0.352
restriction,ihamọ,ìhámọ́,anger,0.359
lord,oluwa,Olúwa,disgust,0.125
wasting,jafara,jáfara,sadness,0.375
misspell,misspell,ṣìkà,anger,0.136
fugitive,asasala,asásàlà,sadness,0.438
forgive,dariji,dáríjì,trust,0.547
impotence,ailagbara,àìlágbára,sadness,0.625
urgency,ijakadi,ìjàkadì,anticipation,0.703
insanity,aṣiwere,ìṣiwèrè,fear,0.547
treat,toju,tọ́jú,sadness,0.076
dashed,fọ,fọ̀,sadness,0.469
opera,opera,Orin àdákọ,anger,0.061
bitterness,kikoro,kíkorò,sadness,0.578
ugliness,ilosiwaju,bùrẹwà,fear,0.41
coercion,ipá,ipá,disgust,0.547
blindfold,bojú,bojú,fear,0.266
idolatry,ibọriṣa,ìbọ̀rìṣà,fear,0.469
canons,awọn canons,òfin,trust,0.328
devastating,apanirun,apanirun,trust,0.227
praised,iyin,ìyìn,joy,0.652
seniority,àgbà,ìjọ́gà,trust,0.586
confess,jẹwọ,jẹ́wọ́-ẹ̀sẹ̀,trust,0.484
frantic,alaigbọran,Aláìgbọràn,anticipation,0.703
simplify,rọrun,rọrùn,anticipation,0.383
gratitude,ọpẹ,ọ̀pẹ,joy,0.914
celebration,ajoyo,àjọyọ̀,joy,0.929
ohdear,ha ololufẹ,háà olólùfẹ́,fear,0.406
unkind,alaanu,aláàánú,fear,0.312
crazy,aṣiwere,aṣiwèrè,fear,0.519
executioner,apaniyan,apànìyàn,anger,0.644
exile,ìgbèkùn,ìgbèkùn,anger,0.469
scar,aleebu,àléébù,sadness,0.375
dysentery,dysentery,Ìgbẹ́gbuuru,disgust,0.727
youth,odo,odò,fear,0.062
bickering,ariyanjiyan,àríyànjiyàn,anger,0.578
movingforward,gbigbe siwaju,gbígbé síwájú,joy,0.429
dismissal,idasilẹ,ìdásílẹ̀,sadness,0.686
offended,ṣẹ,ṣẹ̀,anger,0.652
disgrace,itiju,ìtìjú,disgust,0.539
insecure,ailewu,léwu,fear,0.461
evade,sa fun,sá fún,fear,0.344
rape,ifipabanilopo,ìfipábánilòpọ̀,anger,0.894
nettle,nettle,bínú,anger,0.422
pedicure,pedicure,pẹ́díkiọ̀,joy,0.328
miracle,iyanu,ìyanu,anticipation,0.633
misuse,ilokulo,ìlòkulò,anger,0.297
assault,ikọlu,ìkọlù,fear,0.891
ahhh,ahhh,Ahhh,fear,0.125
unknown,aimọ,àìmọ̀,fear,0.369
gone,lọ,lọ,sadness,0.453
prophecy,asotele,Àsọtẹ́lẹ̀,anticipation,0.742
solitude,ìnìkanwà,ìnìkanwà,joy,0.125
pinion,pinion,ìhà ẹyẹ,fear,0.234
freedom,ominira,òmìnira,joy,0.561
incompatible,ni ibamu,ní ìbámu,anger,0.281
accountant,Oniṣiro,aṣèṣirò owó,trust,0.422
necessarily,dandan,ní dandan,trust,0.461
possess,gbà,gbà,anticipation,0.328
seizure,ijagba,ìjágbà,fear,0.719
pond,adagun,adágún,joy,0.089
madden,aṣiwere,aṣiwèrè,anger,0.719
relationship,ibasepo,ìbáṣepọ̀,trust,0.656
ordeal,ipọnju,ìrírí,surprise,0.453
regurgitation,atunṣe,Àtúnṣe,disgust,0.766
dike,alagbara,alágbára,fear,0.328
ungrateful,alaimoore,aláìmoore,disgust,0.406
destructive,apanirun,apanirun,fear,0.812
sanctify,sọ di mímọ̀,yà sí mímọ́,surprise,0.336
tawny,tawny,ọtí aládìídùn,disgust,0.211
liar,opuro,òpùrọ́,disgust,0.539
outpost,ita gbangba,ìta gbangba,fear,0.328
hope,ireti,ìrètí,surprise,0.367
bankrupt,alagbese,ajigbèsè,fear,0.375
rating,igbelewọn,Ìgbéléwọ̀n,anger,0.182
marshal,marshal,àrẹ-ọ̀nà-kákáǹfò,trust,0.469
bbw,bbw,obìnrin ọ̀rọ̀bọ̀,trust,0.266
obesity,isanraju,ìsanrajù,disgust,0.695
bruise,ọgbẹ,ọgbẹ́,anticipation,0.289
foreboding,foreboding,ìmọ̀lára ewu,fear,0.516
injure,farapa,farapa,sadness,0.609
leaving,nlọ,ń lọ,sadness,0.266
vehement,igara,ìgara,fear,0.641
wasp,egbin,egbin,fear,0.5
explosive,ibẹjadi,ìbẹ́jáde,anger,0.894
octopus,ẹja ẹlẹsẹ mẹjọ,ẹja ẹlẹ́sẹ̀ mẹ́jọ,disgust,0.258
humble,onirẹlẹ,onírẹ̀lẹ̀,joy,0.344
admiration,iwunilori,ìwúnilórí,joy,0.734
revolution,rogbodiyan,rògbòdìyàn,sadness,0.203
wan,wan,aláìní okun,fear,0.281
beast,ẹranko,ẹranko,fear,0.734
wrongdoing,aiṣododo,àìṣòdodo,disgust,0.406
septic,septic,kóràn,disgust,0.742
ogre,ogre,òmìrán ajẹ̀nìyàn,fear,0.609
vengeful,ẹsan,ẹ̀san,anger,0.894
enthusiasm,itara,ìtara,joy,0.742
flea,eegbọn,sá,disgust,0.578
slippery,isokuso,ìsọkúsọ,fear,0.181
mangle,mangle,fífún aṣọ,disgust,0.578
incontinence,aiṣedeede,àìṣedéédé,surprise,0.391
rape,ifipabanilopo,ìfipábánilòpọ̀,sadness,0.875
comatose,comatose,aláìlẹ́mìnín,fear,0.575
irritates,binu,bínú,anger,0.676
mob,agbajo eniyan,àgbájọ ènìyàn,fear,0.577
marry,fẹ,ṣègbéyàwó,surprise,0.242
shame,itiju,ìtìjú,fear,0.344
distress,ipọnju,ìpọ́njú,surprise,0.625
stinking,rùn,rùn,disgust,0.742
understanding,Oye,òye,trust,0.688
slut,ọlẹ,ọ̀lẹ,disgust,0.703
bile,bile,òróǹro,anger,0.515
closure,bíbo,bíbò,anticipation,0.352
score,O wole,àmi-ayò,surprise,0.383
unfulfilled,ti ko ṣẹ,Tí kò ṣe,anticipation,0.391
diplomatic,oselu,àsọyépọ̀,trust,0.68
sanctuary,ibi mimọ,ibi mímọ́,trust,0.703
explode,gbamu,gbàmù,anger,0.859
inhumanity,iwa aibikita,ìwà àìbìkítà,sadness,0.804
holiday,isinmi,ìsinmi,joy,0.712
rescue,igbala,ìgbàlà,joy,0.225
tribulation,ipọnju,ìpọ́njú,joy,0.328
remove,yọ kuro,yọ kúrò,sadness,0.281
enmity,ikorira,ìkọ́rira,fear,0.547
retaliate,gbesan,gbẹ̀san,anger,0.773
broil,broil,gbóná,anger,0.516
hypocrite,agabagebe,alágàbàgdbè,disgust,0.578
kitten,ọmọ ologbo,ọmọ-ológbò,trust,0.461
relaxed,ni ihuwasi,ní ìhùwàsí,joy,0.442
finally,nipari,níparí,surprise,0.297
eulogy,eulogy,oríkì,trust,0.398
unequal,aiṣedeede,àisedédé,anger,0.167
gruesome,buruju,burújù,disgust,0.789
notable,ohun akiyesi,ohun àkíyèsí,joy,0.297
